Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
5661,161d,"BC ESD1A","D","ESD 1A","Fire-Tac","Bastrop County - Fire"
5662,161e,"BC ESD1B","D","ESD 1B","Fire-Tac","Bastrop County - Fire"
5663,161f,"BC ESD1C","D","ESD 1C","Fire-Tac","Bastrop County - Fire"
5664,1620,"HeartOTP Fire","D","Heart of the Pines Fire","Fire-Tac","Bastrop County - Fire"
5665,1621,"McDade Fire","D","McDade Fire","Fire-Tac","Bastrop County - Fire"
5666,1622,"BC ESD 2","D","ESD 2 Fire (Paige)","Fire-Tac","Bastrop County - Fire"
5668,1624,"Bastrop MEDCOM 1","D","MEDCOM 1","EMS Dispatch","Bastrop County - EMS"
5669,1625,"Bastrop MEDCOM 2","D","MEDCOM 2","EMS-Talk","Bastrop County - EMS"
5670,1626,"Bastrop MEDCOM 3","D","MEDCOM 3","EMS-Tac","Bastrop County - EMS"
5671,1627,"Bastrop Co 1stRs","D","First Responders","EMS-Tac","Bastrop County - EMS"
5674,162a,"Bastrop Air EMS","D","Air EMS","EMS-Tac","Bastrop County - EMS"
5675,162b,"Bastrop MED 8","D","MED 8","EMS-Tac","Bastrop County - EMS"
5676,162c,"Bastrop MED 9","D","MED 9","EMS-Tac","Bastrop County - EMS"
5677,162d,"Bastrop MED 10","D","MED 10","EMS-Tac","Bastrop County - EMS"
5678,162e,"Bastrop MED 11","D","MED 11","EMS-Tac","Bastrop County - EMS"
5679,162f,"Bastrop MED 12","D","MED 12","EMS-Tac","Bastrop County - EMS"
5680,1630,"Bastrop MED 13","D","MED 13","EMS-Tac","Bastrop County - EMS"
5681,1631,"Bastrop MED 14","D","MED 14","EMS-Tac","Bastrop County - EMS"
5702,1646,"Bastrop OEM 1","D","OEM 1","Emergency Ops","Bastrop County"
5703,1647,"Bastrop OEM 2","D","OEM 2","Emergency Ops","Bastrop County"
5704,1648,"Bastrop OEM 3","D","OEM 3","Emergency Ops","Bastrop County"
5705,1649,"Bastrop OEM 4","D","OEM 4","Emergency Ops","Bastrop County"
5706,164a,"Bastrop OEM 5","D","OEM 5","Emergency Ops","Bastrop County"
5707,164b,"Bastrop OEM 6","D","OEM 6","Emergency Ops","Bastrop County"
5709,164d,"Bastrop OEM 8","D","OEM 8","Emergency Ops","Bastrop County"
5710,164e,"Bastrop OEM 9","D","OEM 9","Emergency Ops","Bastrop County"
5711,164f,"Bastrop OEM 10","D","OEM 10","Emergency Ops","Bastrop County"
5713,1651,"Bastrop OEM 11","D","OEM 11","Emergency Ops","Bastrop County"
5714,1652,"Bastrop Co CERT","D","CERT","Emergency Ops","Bastrop County"
5715,1653,"Bastrop Co Govt","D","Government","Public Works","Bastrop County - Services"
5716,1654,"Bastrop Co BootC","D","Boot Camp","Public Works","Bastrop County - Services"
5717,1655,"Bastrop Common","D","Common","Multi-Talk","Bastrop County"
5718,1656,"BA LE 1","D","Law Enforcement 1","Law Tac","Bastrop County - Interoperability"
5719,1657,"BA LE 2","D","Law Enforcement 2","Law Tac","Bastrop County - Interoperability"
5720,1658,"BA LE 3","D","Law Enforcement 3","Law Tac","Bastrop County - Interoperability"
5721,1659,"BA LE 4","D","Law Enforcement 4","Law Tac","Bastrop County - Interoperability"
5722,165a,"BA LE 5","D","Law Enforcement 5","Law Tac","Bastrop County - Interoperability"
5723,165b,"BA LE 6","D","Law Enforcement 6","Law Tac","Bastrop County - Interoperability"
5724,165c,"BA LE 7","D","Law Enforcement 7","Interop","Bastrop County - Interoperability"
5725,165d,"BA LE 8","D","Law Enforcement 8","Interop","Bastrop County - Interoperability"
5726,165e,"BA LE 9","D","Law Enforcement 9","Interop","Bastrop County - Interoperability"
5727,165f,"BA LE 10","D","Law Enforcement 10","Interop","Bastrop County - Interoperability"
5728,1660,"BA LE 11","D","Law Enforcement 11","Interop","Bastrop County - Interoperability"
5729,1661,"BA LE 12","D","Law Enforcement 12","Interop","Bastrop County - Interoperability"
5730,1662,"BA LE 13","D","Law Enforcement 13","Interop","Bastrop County - Interoperability"
5731,1663,"BA OP 14","D","Law Enforcement 14","Interop","Bastrop County - Interoperability"
5732,1664,"BA OP 15","D","Law Enforcement 15","Interop","Bastrop County - Interoperability"
5733,1665,"BA OP 1","D","Operations 1","Interop","Bastrop County - Interoperability"
5734,1666,"BA OP 2","D","Operations 2","Interop","Bastrop County - Interoperability"
5735,1667,"BA OP 3","D","Operations 3","Interop","Bastrop County - Interoperability"
5736,1668,"BA OP 4","D","Operations 4","Interop","Bastrop County - Interoperability"
5737,1669,"BA OP 5","D","Operations 5","Interop","Bastrop County - Interoperability"
5738,166a,"BA OP 6","D","Operations 6","Interop","Bastrop County - Interoperability"
5739,166b,"BA OP 7","D","Operations 7","Interop","Bastrop County - Interoperability"
5740,166c,"BA OP 8","D","Operations 8","Interop","Bastrop County - Interoperability"
5741,166d,"BA OP 9","D","Operations 9","Interop","Bastrop County - Interoperability"
