Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
1265,4f1,"NAH PED ER","D","N Austin Hospital Pediatric E.R.","Hospital","Austin/Travis County EMS"
1266,4f2,"SW Pflugerville","D","Scott and White Pflugerville","Hospital","Austin/Travis County EMS"
1267,4f3,"Baylor S&W Aus","D","Baylor Scott and White Austin","Hospital","Austin/Travis County EMS"
1268,4f4,"Scott and White","D","Scott and White","Hospital","Austin/Travis County EMS"
1269,4f5,"Sobering Center","D","Sobering Center (Hospital/Jail Diversion)","Hospital","Austin/Travis County EMS"
1270,4f6,"DELL CHILD NORTH","D","Dell Children's North E.R.","Hospital","Austin/Travis County EMS"
1271,4f7,"TX CHILDRENS NOR","D","Texas Children's Hospital North","Hospital","Austin/Travis County EMS"
1273,4f9,"TCEMS CHP","DE","EMS Community Health Paramedic","EMS-Tac","Austin/Travis County EMS"
1274,4fa,"TCEMS SWAT","D","EMS SWAT","EMS-Tac","Austin/Travis County EMS"
1287,507,"CATRAC","D","Capital Area Trauma Regional Advisory Council (CATRAC)","Hospital","Austin/Travis County EMS"
1288,508,"TCEMS ALERT DATA","D","Station Alerting Data","Data","Austin/Travis County EMS"
1290,50a,"TCEMS Alt","D","EMS Dispatch Alternate","EMS Dispatch","Austin/Travis County EMS"
1291,50b,"TCEMS STA","D","EMS Primary Dispatch","EMS Dispatch","Austin/Travis County EMS"
1371,55b,"AFD FTAC201","D","Fire Tac 201","Fire-Tac","Austin Fire Department"
1372,55c,"AFD FTAC202","D","Fire Tac 202","Fire-Tac","Austin Fire Department"
1373,55d,"AFD FTAC203","D","Fire Tac 203","Fire-Tac","Austin Fire Department"
1374,55e,"AFD FTAC204","D","Fire Tac 204","Fire-Tac","Austin Fire Department"
1375,55f,"AFD FTAC205","D","Fire Tac 205","Fire-Tac","Austin Fire Department"
1376,560,"AFD FTAC206","D","Fire Tac 206","Fire-Tac","Austin Fire Department"
1377,561,"AFD FTAC207","D","Fire Tac 207","Fire-Tac","Austin Fire Department"
1378,562,"AFD FTAC208","D","Fire Tac 208","Fire-Tac","Austin Fire Department"
1379,563,"AFD FTAC209","D","Fire Tac 209","Fire-Tac","Austin Fire Department"
1380,564,"AFD FTAC210","D","Fire Tac 210","Fire-Tac","Austin Fire Department"
1381,565,"AFD FTAC211","D","Fire Tac 211","Fire-Tac","Austin Fire Department"
1382,566,"AFD FTAC212","D","Fire Tac 212","Fire-Tac","Austin Fire Department"
1383,567,"AFD FTAC213","D","Fire Tac 213","Fire-Tac","Austin Fire Department"
1384,568,"AFD FTAC214","D","Fire Tac 214","Fire-Tac","Austin Fire Department"
1385,569,"AFD FTAC215","D","Fire Tac 215","Fire-Tac","Austin Fire Department"
1386,56a,"AFD FTAC315","D","Fire Tac 315","Fire-Tac","Austin Fire Department"
1390,56e,"TRN/FTAC405","D","Training 405-Command","Multi-Tac","Austin Fire Department"
1391,56f,"TRN/FTAC406","D","Training 406-Emergency","Multi-Tac","Austin Fire Department"
1392,570,"TRN/FTAC407","D","Training 407-Operations","Multi-Tac","Austin Fire Department"
1393,571,"TRN/FTAC408","D","Training 408-Command","Multi-Tac","Austin Fire Department"
1394,572,"TRN/FTAC409","D","Training 409-Emergency","Multi-Tac","Austin Fire Department"
1403,57b,"TC FIRENET","D","Firenet-linked to 153.950","Fire Dispatch","Austin Fire Department"
1404,57c,"TCEMS MCOM 1","D","EMS Medcom Tactical 1","EMS-Tac","Austin/Travis County EMS"
1405,57d,"TCEMS MCOM 2","D","EMS Medcom Tactical 2","EMS-Tac","Austin/Travis County EMS"
1406,57e,"TCEMS MCOM 3","D","EMS Medcom Tactical 3","EMS-Tac","Austin/Travis County EMS"
1407,57f,"TCEMS MCOM 4","D","EMS Medcom Tactical 4","EMS-Tac","Austin/Travis County EMS"
1408,580,"TCEMS MCOM 5","D","EMS Medcom Tactical 5","EMS-Tac","Austin/Travis County EMS"
1409,581,"TCEMS MCOM 6","D","EMS Medcom Tactical 6","EMS-Tac","Austin/Travis County EMS"
1410,582,"TCEMS MCOM 7","D","EMS Medcom Tactical 7","EMS-Tac","Austin/Travis County EMS"
1411,583,"TCEMS MCOM 8","D","EMS Medcom Tactical 8","EMS-Tac","Austin/Travis County EMS"
1412,584,"TCEMS MCOM 9","D","EMS Medcom Tactical 9","EMS-Tac","Austin/Travis County EMS"
1413,585,"TCEMS MCOM 10","D","EMS Medcom Tactical 10","EMS-Tac","Austin/Travis County EMS"
1414,586,"TCEMS MCOM 11","D","EMS Medcom Tactical 11","EMS-Tac","Austin/Travis County EMS"
1415,587,"TCEMS MCOM 12","D","EMS Medcom Tactical 12","EMS-Tac","Austin/Travis County EMS"
1416,588,"TCEMS MCOM 13","D","EMS Medcom Tactical 13","EMS-Tac","Austin/Travis County EMS"
1417,589,"TCEMS MCOM 14","D","EMS Medcom Tactical 14","EMS-Tac","Austin/Travis County EMS"
1418,58a,"TCEMS MCOM 15","DE","EMS Medcom Tactical 15","EMS-Tac","Austin/Travis County EMS"
1419,58b,"TCEMS MCOM 16","DE","EMS Medcom Tactical 16","EMS-Tac","Austin/Travis County EMS"
1471,5bf,"ABIA AIROPS","D","Airport Airside Operations","Public Works","Austin Airport"
1472,5c0,"ABIA OPSEC","D","Airport Terminal Operations and Security","Security","Austin Airport"
1473,5c1,"ABIA SEC TM2","D","Airport Security Team 2","Security","Austin Airport"
1474,5c2,"ABIA SEC TM3","D","Airport Security Team 3","Security","Austin Airport"
1476,5c4,"ABIA OPS 2","D","Airport Operations","Public Works","Austin Airport"
1477,5c5,"ABIA MAINT 1","D","Airport Maintenance","Public Works","Austin Airport"
1478,5c6,"ABIA SECUR 1","D","Airport Security","Security","Austin Airport"
1479,5c7,"ABIA MAINT 2","D","Airport Maintenance","Public Works","Austin Airport"
1480,5c8,"ABIA OPS 3","D","Airport Operations","Public Works","Austin Airport"
1481,5c9,"ABIA Alert","D","Airport Alerts","Multi-Dispatch","Austin Airport"
1482,5ca,"ABIA OPS 4","D","Airport Operations","Public Works","Austin Airport"
1485,5cd,"ABIA COMM","D","Airport Comm","Public Works","Austin Airport"
1487,5cf,"ABIA BAGGAGE","D","Airport Baggage Handlers","Public Works","Austin Airport"
1488,5d0,"ABIA SECUR 2","D","Airport Security","Security","Austin Airport"
1521,5f1,"APD Aviation 1","D","Aviation Police 1","Law Dispatch","Austin Police"
1522,5f2,"APD Aviation 2","D","Aviation Police 2","Law Tac","Austin Police"
1523,5f3,"APD Aviation CID","D","Aviation Police Investigations","Law Tac","Austin Police"
1530,5fa,"Aus ParkRngr","D","Austin Park Rangers","Public Works","Austin Parks and Recreation"
1546,60a,"Austin PD Marsh1","D","City Marshal 1","Law Tac","Austin Police"
1547,60b,"Austin PD Marsh2","D","City Marshal 2","Law Tac","Austin Police"
1548,60c,"Austin PD Marsh3","D","City Marshal 3","Law Tac","Austin Police"
1561,619,"OEM PRIMARY","D","Office of Emergency Management","Emergency Ops","Austin Services"
1586,632,"E1 R PS  1","D","E1 Regional Public Safety 1","Interop","Regional Interop E1 Public Safety"
1587,633,"E1 R PS  2","D","E1 Regional Public Safety 2","Interop","Regional Interop E1 Public Safety"
1588,634,"E1 R PS  3","D","E1 Regional Public Safety 3","Interop","Regional Interop E1 Public Safety"
1589,635,"E1 R PS  4","D","E1 Regional Public Safety 4","Interop","Regional Interop E1 Public Safety"
1590,636,"E1 R PS 5","D","E1 Regional Public Safety 5","Interop","Regional Interop E1 Public Safety"
1591,637,"E1 R PS  6","D","E1 Regional Public Safety 6","Interop","Regional Interop E1 Public Safety"
1592,638,"E1 R PS  7","D","E1 Regional Public Safety 7","Interop","Regional Interop E1 Public Safety"
1593,639,"E1 R PS  8","D","E1 Regional Public Safety 8","Interop","Regional Interop E1 Public Safety"
1594,63a,"E1 R PS  9","D","E1 Regional Public Safety 9","Interop","Regional Interop E1 Public Safety"
1595,63b,"E1 R PS10","D","E1 Regional Public Safety 10","Interop","Regional Interop E1 Public Safety"
1596,63c,"E1 R PS11","D","E1 Regional Public Safety 11","Interop","Regional Interop E1 Public Safety"
1597,63d,"E1 R PS12","D","E1 Regional Public Safety 12","Interop","Regional Interop E1 Public Safety"
1598,63e,"E1 R PS13","D","E1 Regional Public Safety 13","Interop","Regional Interop E1 Public Safety"
1599,63f,"E1 R PS14","D","E1 Regional Public Safety 14","Interop","Regional Interop E1 Public Safety"
1611,64b,"CITY MANAGER","D","City Manager's Office","Public Works","Austin Services"
1886,75e,"TC Rds 1886","D","Road Crews","Public Works","Travis County Services"
1887,75f,"TC Rds 1887","D","Road Crews","Public Works","Travis County Services"
1890,762,"TC Rd4 S","D","Road Crews South 4","Public Works","Travis County Services"
1891,763,"TC Rds 1891","D","Road Crews","Public Works","Travis County Services"
1892,764,"TC Rds Traf1","D","Road Crews Traffic 1","Public Works","Travis County Services"
1893,765,"TC Rds 1893","D","Road Crews","Public Works","Travis County Services"
1894,766,"TC Rds 1894","D","Road Crews","Public Works","Travis County Services"
1895,767,"TC Rds Traf4","D","Road Crews Traffic 4","Public Works","Travis County Services"
1896,768,"TC Rds Traf5","D","Road Crews Traffic 5","Public Works","Travis County Services"
1897,769,"TC Rds Mower1897","D","Road Crews - Mowers","Public Works","Travis County Services"
1898,76a,"TC Rds Mower1898","D","Road Crews - Mowers","Public Works","Travis County Services"
1902,76e,"TC Rngr Tac","D","Parks - Rangers "Tac" channel","Law Tac","Travis County Services"
1903,76f,"TC Parks 1","D","Parks Ch 1 - Commanche Trail area","Public Works","Travis County Services"
1904,770,"TC Parks 2","D","Parks Ch 2 - Hamilton Pool area","Public Works","Travis County Services"
1905,771,"TC Parks 3","D","Parks Ch 3 - Mansfield Dam area","Public Works","Travis County Services"
1906,772,"TC Parks 4","D","Parks Ch 4 - Pace Bend Park","Public Works","Travis County Services"
1907,773,"TC Parks 5","D","Parks Ch 5 East N of River","Public Works","Travis County Services"
1908,774,"TC Parks 6","D","Parks Ch 6 East S of River","Public Works","Travis County Services"
1909,775,"TC Parks 7","D","Parks Ch 7 East Special events","Public Works","Travis County Services"
1910,776,"TC Parks 8","D","Parks Supervisor","Public Works","Travis County Services"
1911,777,"TC Parks 9","D","Parks Ch 9 - TNR Environmental","Public Works","Travis County Services"
2306,902,"GB Juv JC Main","D","Gardner Betts JJC Primary","Corrections","Travis County Law Enforcement"
2307,903,"GB Juv JC Move","D","Gardner Betts JJC Movements","Corrections","Travis County Law Enforcement"
2308,904,"GB Juv JC Med","D","Gardner Betts JJC Medical","Corrections","Travis County Law Enforcement"
2309,905,"GB Juv JC Maint","D","Gardner Betts JJC Maintenance","Corrections","Travis County Law Enforcement"
2310,906,"GB Juv JC Ops","D","Gardner Betts JJC Ops","Corrections","Travis County Law Enforcement"
2316,90c,"GB Juv JC TRT","D","Gardner Betts JJC Tactical Resp Team","Corrections","Travis County Law Enforcement"
2317,90d,"GB Juv JC Secur","D","Gardner Betts JJC Outside Security","Corrections","Travis County Law Enforcement"
2332,91c,"OEM CNTY","D","Office of Emergency Management","Emergency Ops","Travis County Office of Emergency Management"
2336,920,"CNTY HAZ","D","Hazardous Materials","Emergency Ops","Travis County Office of Emergency Management"
2371,943,"TC ENV CNTRL","D","Environmental Control","Public Works","Travis County Services"
2402,962,"TCSO CVE","D","TCSO Commercial Vehicle Enforcement","Law Tac","Travis County Law Enforcement"
2403,963,"TCSO BAKER-EAST","D","TCSO Baker - East","Law Dispatch","Travis County Law Enforcement"
2404,964,"TCSO CHARLIE","D","TCSO Charlie","Law Dispatch","Travis County Law Enforcement"
2405,965,"TCSO ADAM-WEST","D","TCSO Adam - West","Law Dispatch","Travis County Law Enforcement"
2406,966,"TCSO DAVID","D","TCSO David","Law Dispatch","Travis County Law Enforcement"
2407,967,"TCSO TAC E","DE","TCSO East Tac","Law Tac","Travis County Law Enforcement"
2408,968,"TCSO TAC W","DE","TCSO West Tac","Law Tac","Travis County Law Enforcement"
2409,969,"TCSO SWAT 1","D","TCSO SWAT 1","Law Tac","Travis County Law Enforcement"
2410,96a,"TCSO SWAT 2","D","TCSO SWAT 2","Law Tac","Travis County Law Enforcement"
2411,96b,"TCSO EVENT 1","D","TCSO Event 1","Law Tac","Travis County Law Enforcement"
2412,96c,"TCSO EVENT 2","D","TCSO Event 2","Law Tac","Travis County Law Enforcement"
2413,96d,"TCSO CID E","D","TCSO CID East","Law Tac","Travis County Law Enforcement"
2414,96e,"TCSO CID W","D","TCSO CID West","Law Tac","Travis County Law Enforcement"
2415,96f,"TCSO SUPERV","D","TCSO Supervisors","Law Talk","Travis County Law Enforcement"
2416,970,"TCSO TRAIN","D","TCSO Training","Law Talk","Travis County Law Enforcement"
2417,971,"TCSO TALK","D","TCSO Talk-Around","Law Talk","Travis County Law Enforcement"
2418,972,"TCSO TALK","D","TCSO Talk-Around","Law Talk","Travis County Law Enforcement"
2419,973,"TCSO TRFTALK","D","TCSO Talk-Around (Traffic?)","Law Talk","Travis County Law Enforcement"
2421,975,"TCSO EMER","D","TCSO Emergency","Law Tac","Travis County Law Enforcement"
2422,976,"TC CrtHse","D","TC Courthouse","Corrections","Travis County Law Enforcement"
2424,978,"TCSO IC-1","D","TCSO Incident Command 1","Law Tac","Travis County Law Enforcement"
2425,979,"TCSO IC-2","D","TCSO Incident Command 2","Law Tac","Travis County Law Enforcement"
2426,97a,"TCSO EVENT 3","D","TCSO Event 3","Law Tac","Travis County Law Enforcement"
2427,97b,"TCSO EVENT 4","D","TCSO Event 4","Law Tac","Travis County Law Enforcement"
2428,97c,"TCSO IC-3","D","TCSO Incident Command 3","Law Tac","Travis County Law Enforcement"
2429,97d,"TCSO TRAFFIC","DE","TCSO Traffic","Law Tac","Travis County Law Enforcement"
2443,98b,"TCSO JAIL OP","D","TCSO Jail Ops","Corrections","Travis County Law Enforcement"
2444,98c,"TCSO BOOK","D","TCSO Booking","Corrections","Travis County Law Enforcement"
2445,98d,"TCSO JAIL","D","TCSO Jail Ops","Corrections","Travis County Law Enforcement"
2446,98e,"TCSO JAIL","D","TCSO Jail Ops","Corrections","Travis County Law Enforcement"
2448,990,"TC Trans 1","D","TCSO Transportation 1 Common","Corrections","Travis County Law Enforcement"
2449,991,"TC Trans 2","D","TCSO Transportation 2 Back-up (rarely used)","Corrections","Travis County Law Enforcement"
2450,992,"TCSO JAIL 1","D","TCSO Jail Operations 1","Corrections","Travis County Law Enforcement"
2451,993,"TCSO JAIL 2","D","TCSO Jail Operations 2","Corrections","Travis County Law Enforcement"
2452,994,"TCSO JAIL 3","D","TCSO Jail Operations 3","Corrections","Travis County Law Enforcement"
2453,995,"TCSO JAIL 4","D","TCSO Jail Operations 4","Corrections","Travis County Law Enforcement"
2454,996,"TCSO JAIL 5","D","TCSO Jail Operations 5","Corrections","Travis County Law Enforcement"
2455,997,"TCSO JAIL 6","D","TCSO Jail Operations 6","Corrections","Travis County Law Enforcement"
2456,998,"TCSO JAIL 7","D","TCSO Jail Operations 7","Corrections","Travis County Law Enforcement"
2457,999,"TCSO JAIL 8","D","TCSO Jail Operations 8","Corrections","Travis County Law Enforcement"
2458,99a,"TCSO JAIL 9","D","TCSO Jail Operations 9","Corrections","Travis County Law Enforcement"
2459,99b,"TCSO JAIL 10","D","TCSO Jail Operations 10","Corrections","Travis County Law Enforcement"
2460,99c,"TCSO JAIL 11","D","TCSO Jail Operations 11","Corrections","Travis County Law Enforcement"
2464,9a0,"TCSOJail2464","D","TCSO Jail","Corrections","Travis County Law Enforcement"
2465,9a1,"TCSOJail2465","D","TCSO Jail","Corrections","Travis County Law Enforcement"
2468,9a4,"TCSOJail2468","D","TCSO Jail Ops","Corrections","Travis County Law Enforcement"
2469,9a5,"TCSOJail2469","D","TCSO Jail","Corrections","Travis County Law Enforcement"
2475,9ab,"Manor ISD PD 1","D","Police Ch. 1","Law Dispatch","Travis County - Manor Independent School District"
2476,9ac,"Manor ISD PD 2","D","Police Ch. 2","Law Tac","Travis County - Manor Independent School District"
2480,9b0,"DVISD Police 1","D","Del Valle ISD Police 1 Primary","Law Dispatch","Travis County - Southeast Municipalities"
2481,9b1,"DVISD Police 2","D","Del Valle ISD Police 2","Law Tac","Travis County - Southeast Municipalities"
2550,9f6,"TC CONSTABLE","D","Constables","Law Tac","Travis County Law Enforcement"
2551,9f7,"TC CN COMM","D","TC Constable","Law Dispatch","Travis County Law Enforcement"
2553,9f9,"TC CONSTABLE","D","Constable","Law Tac","Travis County Law Enforcement"
2554,9fa,"TCCN EMERG","D","Constables Emergency","Law Tac","Travis County Law Enforcement"
2558,9fe,"TCCN PCT1","D","Constable Precinct 1","Law Dispatch","Travis County Law Enforcement"
2559,9ff,"TCCN P1 TAC1","D","Constable Precinct 1 Tac 1","Law Tac","Travis County Law Enforcement"
2576,a10,"TCCN PCT2","D","Constable Precinct 2","Law Dispatch","Travis County Law Enforcement"
2577,a11,"TCCN P2 TAC1","D","Constable Precinct 2 Tac 1","Law Tac","Travis County Law Enforcement"
2578,a12,"TCCN P2 TAC2","D","Constable Precinct 2 Tac 2","Law Tac","Travis County Law Enforcement"
2601,a29,"TCCN PCT3","D","Constable Precinct 3","Law Dispatch","Travis County Law Enforcement"
2602,a2a,"TCCN P3 TAC1","D","Constable Precinct 3 Tac 1","Law Tac","Travis County Law Enforcement"
2603,a2b,"TCCN P3 TAC2","D","Constable Precinct 3 Tac 2","Law Tac","Travis County Law Enforcement"
2626,a42,"TCCN PCT4","D","Constable Precinct 4","Law Dispatch","Travis County Law Enforcement"
2627,a43,"TCCN P4 TAC1","D","Constable Precinct 4 Tac 1","Law Tac","Travis County Law Enforcement"
2628,a44,"TCCN P4 TAC2","D","Constable Precinct 4 Tac 2","Law Tac","Travis County Law Enforcement"
2651,a5b,"TCCN PCT5","D","Constable Precinct 5","Law Dispatch","Travis County Law Enforcement"
2652,a5c,"TCCN P5 TAC1","D","Constable Precinct 5 Tac 1","Law Tac","Travis County Law Enforcement"
2654,a5e,"TCCN PCT5","D","Constable Precinct 5","Law Tac","Travis County Law Enforcement"
2655,a5f,"TCCN PCT5","D","Constable Precinct 5","Law Tac","Travis County Law Enforcement"
2674,a72,"TCFMD Secur Tac1","D","Facilities Mgmt Div. Tac 1","Security","Travis County Services"
2675,a73,"TCFMD Secur Tac2","D","Facilities Mgmt Div. Tac 2","Security","Travis County Services"
2676,a74,"TCFMD Secur Prim","D","Facilities Mgmt Div. Primary","Security","Travis County Services"
2976,ba0,"UT PD OPS1","D","UT PD Ch 1 - Operations","Law Dispatch","University of Texas at Austin"
2977,ba1,"UT PD OPS2","D","UT PD Ch 2","Law Tac","University of Texas at Austin"
2978,ba2,"UT PD OPS3","D","UT PD Ch 3","Law Tac","University of Texas at Austin"
2979,ba3,"UT Event 1","D","UT Event 1","Law Tac","University of Texas at Austin"
2980,ba4,"UT Event 2","D","UT Event 2","Law Tac","University of Texas at Austin"
2981,ba5,"UT Event 3","D","UT Event 3","Law Tac","University of Texas at Austin"
2982,ba6,"UT 2982","D","UT","Schools","University of Texas at Austin"
2984,ba8,"UT LBJ Lib","D","UT LBJ Library & Museum","Schools","University of Texas at Austin"
2986,baa,"UT 2986","D","UT","Schools","University of Texas at Austin"
2989,bad,"UT Event Par","D","UT Event Parking","Schools","University of Texas at Austin"
2990,bae,"UT Systems","D","UT Systems","Schools","University of Texas at Austin"
2993,bb1,"UT PRKNG/TRF","D","UT Parking and Traffic","Schools","University of Texas at Austin"
2994,bb2,"UT Systems","D","UT Systems","Schools","University of Texas at Austin"
3005,bbd,"UT Ch B14","D","UT Ch. B14","Schools","University of Texas at Austin"
3006,bbe,"UT Maint 3006","D","UT Maintenance","Schools","University of Texas at Austin"
3029,bd5,"UT Usher","D","UT Ushers","Schools","University of Texas at Austin"
3030,bd6,"UT 3030","D","UT","Schools","University of Texas at Austin"
3031,bd7,"UT 3031","D","UT","Schools","University of Texas at Austin"
3033,bd9,"UT Ushers","D","UT Ushers","Schools","University of Texas at Austin"
3039,bdf,"UT Detector Mnt","D","Smoke Detector Maintenance/Inspections","Public Works","University of Texas at Austin"
3041,be1,"UT Alarm Maint","D","Fire Alarm Maintenance","Public Works","University of Texas at Austin"
3045,be5,"UT 3045","D","UT","Schools","University of Texas at Austin"
3048,be8,"UT Fire Alarms","D","Fire Alarms","Schools","University of Texas at Austin"
3049,be9,"UT MAINT","D","UT Maintenance","Schools","University of Texas at Austin"
3050,bea,"UT MAINT","D","UT Maintenance","Schools","University of Texas at Austin"
3051,beb,"UT Maint3051","D","Maintenance","Schools","University of Texas at Austin"
3054,bee,"UT Athletics","D","UT Austin Athletics","Schools","University of Texas at Austin"
3055,bef,"UT MaintBBal","D","UT Maintenance - Baseball","Schools","University of Texas at Austin"
3056,bf0,"UT Ath Med","D","UT Austin Athetics Medical","Schools","University of Texas at Austin"
3060,bf4,"UT Athl 3060","D","Athletics","Schools","University of Texas at Austin"
3065,bf9,"UT MAINT","D","UT Maintenance","Schools","University of Texas at Austin"
3066,bfa,"UT MAINT","D","UT Maintenance","Schools","University of Texas at Austin"
3067,bfb,"UT ELECTRIC","D","UT Electric Shop","Schools","University of Texas at Austin"
3068,bfc,"UT MAINT","D","UT Maintenance","Schools","University of Texas at Austin"
3071,bff,"UT FIRE SFTY","D","UT Fire Safety/Alarms","Schools","University of Texas at Austin"
3073,c01,"UT Fire Test","D","UT Fire Safety Systems Testing","Schools","University of Texas at Austin"
3074,c02,"UT MaintHVAC","D","Maintenance HVAC","Schools","University of Texas at Austin"
3076,c04,"AISD Police Disp","D","Police Primary","Law Dispatch","Austin Independent School District"
3077,c05,"AISD Police N","D","Police North","Law Talk","Austin Independent School District"
3078,c06,"AISD Police C","D","Police Central","Law Talk","Austin Independent School District"
3079,c07,"AISD Police S","D","Police South","Law Talk","Austin Independent School District"
3080,c08,"AISD Police Tac1","D","Police Tactical 1","Law Tac","Austin Independent School District"
3081,c09,"AISD Police Tac2","D","Police Tactical 2","Law Tac","Austin Independent School District"
3082,c0a,"AISD Alarm Maint","D","Alarm Maintenance","Schools","Austin Independent School District"
3084,c0c,"AISD Buses 3084","D","Buses","Schools","Austin Independent School District"
3086,c0e,"AISD Buses","D","Buses","Schools","Austin Independent School District"
3089,c11,"AISD Buses","D","Buses","Schools","Austin Independent School District"
3092,c14,"AISD Buses","D","Buses","Schools","Austin Independent School District"
3095,c17,"AISD Maintenance","D","Maintenance","Schools","Austin Independent School District"
3097,c19,"AISD Maintenance","D","Maintenance","Schools","Austin Independent School District"
3100,c1c,"AISD Maintenance","D","Maintenance","Schools","Austin Independent School District"
3104,c20,"AISD A3 Unid HS","D","A3 Unknown High School","Schools","Austin Independent School District"
3105,c21,"AISD Austin High","D","A4 Austin High School","Schools","Austin Independent School District"
3106,c22,"AISD A5 Unid HS","D","A5 Unknown School","Schools","Austin Independent School District"
3107,c23,"AISD A6 Unid HS","D","A6 Unknown School","Schools","Austin Independent School District"
3108,c24,"AISD A7 Unid HS","D","A7 Unknown School","Schools","Austin Independent School District"
3109,c25,"AISD Reagan High","D","A8 Reagan High School","Schools","Austin Independent School District"
3110,c26,"AISD MurchMS Adm","D","A9 Murchison Middle School Admin","Schools","Austin Independent School District"
3111,c27,"AISD A10 Unid Sc","D","A10 Unknown School","Schools","Austin Independent School District"
3112,c28,"AISD MurchMS Sec","D","A11 Murchison Middle School Security","Schools","Austin Independent School District"
3113,c29,"AISD LBJ High","D","A12 LBJ High School","Schools","Austin Independent School District"
3114,c2a,"AISD A13 Unid Sc","D","A13 Unknown School","Schools","Austin Independent School District"
3115,c2b,"AISD A14 Unid Sc","D","A14 Unknown School","Schools","Austin Independent School District"
3116,c2c,"AISD A15 Unid Sc","D","A15 Unknown School","Schools","Austin Independent School District"
3117,c2d,"AISD B1 Unid Sch","D","B1 Unknown School","Schools","Austin Independent School District"
3118,c2e,"AISD B2 Unid Sch","D","B2 Unknown School","Schools","Austin Independent School District"
3124,c34,"AISD B3 Unid Sch","D","B3 Unknown School","Schools","Austin Independent School District"
3125,c35,"AISD B4 Unid Sch","D","B4 Unknown School","Schools","Austin Independent School District"
3126,c36,"AISD B5 Unid Sch","D","B5 Unknown School","Schools","Austin Independent School District"
3127,c37,"AISD B6 Unid Sch","D","B6 Unknown School","Schools","Austin Independent School District"
3128,c38,"AISD B7 Unid Sch","D","B7 Unknown School","Schools","Austin Independent School District"
3129,c39,"AISD B8 Unid Sch","D","B8 Unknown School","Schools","Austin Independent School District"
3130,c3a,"AISD B9 Unid Sch","D","B9 Unknown School","Schools","Austin Independent School District"
3131,c3b,"AISD B10 Unid Sc","D","B10 Unknown School","Schools","Austin Independent School District"
3132,c3c,"AISD B11 Unid Sc","D","B11 Unknown School","Schools","Austin Independent School District"
3133,c3d,"AISD B12 Unid Sc","D","B12 Unknown School","Schools","Austin Independent School District"
3134,c3e,"AISD B13 Unid Sc","D","B13 Unknown School","Schools","Austin Independent School District"
3135,c3f,"AISD B14 Unid Sc","D","B14 Unknown School","Schools","Austin Independent School District"
3136,c40,"AISD B15 Unid Sc","D","B15 Unknown School","Schools","Austin Independent School District"
3137,c41,"AISD Buses 3137","D","Buses","Schools","Austin Independent School District"
3152,c50,"TX HR Srgnt","D","House of Representatives Sergeant at Arms","Public Works","Texas DPS Region 7 Capitol"
3177,c69,"Pflug PD Ch A","D","Police A","Law Dispatch","Travis County - Pflugerville"
3178,c6a,"Pflug PD Ch B","D","Police B","Law Talk","Travis County - Pflugerville"
3179,c6b,"Pflug PD CID","D","Police CID","Law Tac","Travis County - Pflugerville"
3180,c6c,"Pflug PD Tac 1","D","Police Tactical 1","Law Tac","Travis County - Pflugerville"
3181,c6d,"Pflug PD Tac 2","D","Police Tactical 2","Law Tac","Travis County - Pflugerville"
3182,c6e,"Pflug PD 3182","D","Police?","Law Talk","Travis County - Pflugerville"
3183,c6f,"Pflugerville PW1","D","City Ch 1","Public Works","Travis County - Pflugerville"
3184,c70,"Pflugerville PW2","D","City Ch 2","Public Works","Travis County - Pflugerville"
3185,c71,"Pflug ISD PD Dis","D","Pflugerville ISD Police Dispatch","Law Dispatch","Travis County - Pflugerville"
3186,c72,"Pflug Streets","D","Roads/Streets","Public Works","Travis County - Pflugerville"
3189,c75,"Pflug ISD PD Eme","D","Plugerville ISD Police Emergency ID","Law Tac","Travis County - Pflugerville"
3248,cb0,"TCESD 10A CE-Bar","D","ESD 10 CE-Bar VFD Ch. A","Fire-Tac","Travis County - Southwest Municipalities"
3249,cb1,"TCESD 10B CE-Bar","D","ESD 10 CE-Bar VFD  Ch. B","Fire-Tac","Travis County - Southwest Municipalities"
3250,cb2,"TCESD 2A Pfluger","D","Fire (ESD #2) Ch A","Fire-Tac","Travis County - Pflugerville"
3251,cb3,"TCESD 2B Pfluger","D","Fire (ESD #2) Ch B","Fire-Tac","Travis County - Pflugerville"
3258,cba,"TCESD 3A Oak Hil","D","ESD 3 Oak Hill Fire Ch. A","Fire-Tac","Travis County - Southwest Municipalities"
3259,cbb,"TCESD 3B Oak Hil","D","ESD 3 Oak Hill Fire Ch. B","Fire-Tac","Travis County - Southwest Municipalities"
3260,cbc,"TCESD 14 Ch. A","D","Volente (ESD 14) Fire Ch. A","Fire-Tac","Travis County - Northwest Municipalities"
3261,cbd,"TCESD 14 Ch. B","D","Volente (ESD 14) Fire Ch. B","Fire-Tac","Travis County - Northwest Municipalities"
3262,cbe,"TCESD 1 Ch. A","D","North Lake Travis (ESD 1) Fire Ch. A","Fire-Tac","Travis County - Northwest Municipalities"
3263,cbf,"TCESD 1 Ch. B","D","North Lake Travis (ESD 1) Fire Ch. B","Fire-Tac","Travis County - Northwest Municipalities"
3264,cc0,"TCESD 12A Manor","D","Fire Ch A","Fire-Tac","Travis County - Manor"
3265,cc1,"TCESD 12B Manor","D","Fire Ch B","Fire-Tac","Travis County - Manor"
